periodo,temporalidad,fuente,area,calibre_ml,sabor,volumen_cc,clientes_con_compra,stock_cc,volumen_fytd_cc,wd_pct,nd_pct,datos_anonimizados,unidad_volumen,base_indice
202511,LM,logyt,TOTAL,1000,LIMON,34.953,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202511,LM,logyt,TOTAL,1000,RED_BERRIES,5.693,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202511,LM,logyt,TOTAL,1000,TOTAL_DRL,112.796,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202511,LM,logyt,TOTAL,1000,VODKA,45.176,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202512,LM,logyt,TOTAL,473,LIMON,52.513,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202512,LM,logyt,TOTAL,473,TOTAL_DRL,168.548,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202512,LM,logyt,TOTAL,473,VODKA,37.051,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202512,LM,logyt,TOTAL,1000,GREEN_APPLE,0.311,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202512,LM,logyt,TOTAL,1000,LIMON,58.558,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202512,LM,logyt,TOTAL,1000,RED_BERRIES,11.421,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202512,LM,logyt,TOTAL,1000,TOTAL_DRL,188.162,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202512,LM,logyt,TOTAL,1000,VODKA,70.628,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202601,LM,logyt,TOTAL,473,LIMON,47.278,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202601,LM,logyt,TOTAL,473,TOTAL_DRL,140.784,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202601,LM,logyt,TOTAL,473,VODKA,31.076,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202601,LM,logyt,TOTAL,1000,GREEN_APPLE,1.967,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202601,LM,logyt,TOTAL,1000,LIMON,40.466,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202601,LM,logyt,TOTAL,1000,RED_BERRIES,6.087,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202601,LM,logyt,TOTAL,1000,TOTAL_DRL,125.906,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202601,LM,logyt,TOTAL,1000,VODKA,49.12,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202602,LM,logyt,TOTAL,473,LIMON,38.766,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202602,LM,logyt,TOTAL,473,TOTAL_DRL,107.406,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202602,LM,logyt,TOTAL,473,VODKA,24.923,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202602,LM,logyt,TOTAL,1000,GREEN_APPLE,4.694,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202602,LM,logyt,TOTAL,1000,LIMON,34.792,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202602,LM,logyt,TOTAL,1000,RED_BERRIES,6.201,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202602,LM,logyt,TOTAL,1000,TOTAL_DRL,107.158,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202602,LM,logyt,TOTAL,1000,VODKA,39.952,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202603,LM,logyt,TOTAL,473,LIMON,36.225,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202603,LM,logyt,TOTAL,473,TOTAL_DRL,100.195,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202603,LM,logyt,TOTAL,473,VODKA,23.662,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202603,LM,logyt,TOTAL,1000,GREEN_APPLE,5.287,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202603,LM,logyt,TOTAL,1000,LIMON,27.378,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202603,LM,logyt,TOTAL,1000,RED_BERRIES,4.839,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202603,LM,logyt,TOTAL,1000,TOTAL_DRL,85.821,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202603,LM,logyt,TOTAL,1000,VODKA,32.578,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202604,LM,logyt,TOTAL,473,LIMON,26.745,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202604,LM,logyt,TOTAL,473,TOTAL_DRL,70.4,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202604,LM,logyt,TOTAL,473,VODKA,16.559,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202604,LM,logyt,TOTAL,1000,GREEN_APPLE,3.538,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202604,LM,logyt,TOTAL,1000,LIMON,27.138,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202604,LM,logyt,TOTAL,1000,RED_BERRIES,4.878,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202604,LM,logyt,TOTAL,1000,TOTAL_DRL,82.025,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202604,LM,logyt,TOTAL,1000,VODKA,30.363,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202605,LM,logyt,TOTAL,473,LIMON,24.725,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202605,LM,logyt,TOTAL,473,TOTAL_DRL,65.173,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202605,LM,logyt,TOTAL,473,VODKA,16.844,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202605,LM,logyt,TOTAL,1000,GREEN_APPLE,3.731,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202605,LM,logyt,TOTAL,1000,LIMON,21.541,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202605,LM,logyt,TOTAL,1000,RED_BERRIES,4.726,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202605,LM,logyt,TOTAL,1000,TOTAL_DRL,68.785,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202605,LM,logyt,TOTAL,1000,VODKA,25.706,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202606,LM,logyt,TOTAL,473,LIMON,24.334,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202606,LM,logyt,TOTAL,473,TOTAL_DRL,68.286,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202606,LM,logyt,TOTAL,473,VODKA,14.824,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202606,LM,logyt,TOTAL,1000,GREEN_APPLE,3.452,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202606,LM,logyt,TOTAL,1000,LIMON,25.668,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202606,LM,logyt,TOTAL,1000,RED_BERRIES,5.624,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202606,LM,logyt,TOTAL,1000,TOTAL_DRL,78.292,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202606,LM,logyt,TOTAL,1000,VODKA,29.147,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202607,LM,logyt,TOTAL,473,GREEN_APPLE,0.0,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202607,LM,logyt,TOTAL,473,LIMON,33.114,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202607,LM,logyt,TOTAL,473,RED_BERRIES,0.0,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202607,LM,logyt,TOTAL,473,TOTAL_DRL,88.365,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202607,LM,logyt,TOTAL,473,VODKA,22.546,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202607,LM,logyt,TOTAL,1000,GREEN_APPLE,6.059,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202607,LM,logyt,TOTAL,1000,LIMON,31.474,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202607,LM,logyt,TOTAL,1000,RED_BERRIES,5.77,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202607,LM,logyt,TOTAL,1000,TOTAL_DRL,100.288,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202607,LM,logyt,TOTAL,1000,VODKA,39.436,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202608,LM,logyt,TOTAL,473,GREEN_APPLE,2.703,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202608,LM,logyt,TOTAL,473,LIMON,24.054,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202608,LM,logyt,TOTAL,473,RED_BERRIES,4.923,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202608,LM,logyt,TOTAL,473,TOTAL_DRL,68.929,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202608,LM,logyt,TOTAL,473,VODKA,15.303,,,,,,True,INDICE,Total DRL 473 ml 2025-09 = 100
202608,LM,logyt,TOTAL,1000,GREEN_APPLE,4.628,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202608,LM,logyt,TOTAL,1000,LIMON,27.079,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202608,LM,logyt,TOTAL,1000,RED_BERRIES,5.793,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202608,LM,logyt,TOTAL,1000,TOTAL_DRL,88.409,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
202608,LM,logyt,TOTAL,1000,VODKA,36.252,,,,,,True,INDICE,Total DRL 1000 ml 2025-09 = 100
